STATIONS_ID,MESS_DATUM,QN_4,TT_TER,RF_TER,eor
3379,1985021614,10,-2.9,48.0,eor
3379,1985021621,10,-6.6,62.0,eor
3379,1985021707,10,-10.6,82.0,eor
3379,1985021714,10,-2.4,54.0,eor
3379,1985021721,10,-5.8,62.0,eor
3379,1985021807,10,-11.4,78.0,eor
3379,1985021814,10,-6.6,47.0,eor
3379,1985021821,10,-10.1,66.0,eor
3379,1985021907,10,-13.3,85.0,eor
3379,1985021914,10,-4.1,48.0,eor
3379,1985021921,10,-6.7,44.0,eor
3379,1985022007,10,-12.6,82.0,eor
3379,1985022014,10,-2.6,39.0,eor
3379,1985022021,10,-6.7,57.0,eor
3379,1985022107,10,-8.6,77.0,eor
3379,1985022114,10,-0.5,41.0,eor
3379,1985022121,10,-3.1,61.0,eor
3379,1985022207,10,-3.4,91.0,eor
3379,1985022214,10,0.2,73.0,eor
3379,1985022221,10,-1.4,79.0,eor
3379,1985022307,10,-6.5,94.0,eor
3379,1985022314,10,2.8,48.0,eor
3379,1985022321,10,0.8,57.0,eor
3379,1985022407,10,-0.3,91.0,eor
3379,1985022414,10,4.8,71.0,eor
3379,1985022421,10,2.4,89.0,eor
3379,1985022507,10,-0.2,95.0,eor
3379,1985022514,10,8.4,63.0,eor
3379,1985022521,10,2.6,88.0,eor
3379,1985022607,10,0.4,90.0,eor
3379,1985022614,10,8.2,56.0,eor
3379,1985022621,10,2.0,92.0,eor
3379,1985022707,10,0.5,93.0,eor
3379,1985022714,10,4.2,80.0,eor
3379,1985022721,10,1.4,93.0,eor
3379,1985022807,10,0.4,95.0,eor
3379,1985022814,10,6.6,68.0,eor
3379,1985022821,10,4.2,86.0,eor
3379,1985030107,10,3.1,88.0,eor
3379,1985030114,10,13.0,46.0,eor
3379,1985030121,10,6.9,65.0,eor
3379,1985030207,10,4.9,87.0,eor
3379,1985030214,10,4.4,87.0,eor
3379,1985030221,10,1.1,95.0,eor
3379,1985030307,10,1.9,92.0,eor
3379,1985030314,10,6.6,68.0,eor
3379,1985030321,10,2.4,89.0,eor
3379,1985030407,10,-0.6,93.0,eor
3379,1985030414,10,5.9,73.0,eor
3379,1985030421,10,3.0,89.0,eor
3379,1985030507,10,1.4,97.0,eor
3379,1985030514,10,2.4,87.0,eor
3379,1985030521,10,1.5,93.0,eor
3379,1985030607,10,2.4,91.0,eor
3379,1985030614,10,4.4,80.0,eor
3379,1985030621,10,4.0,82.0,eor
3379,1985030707,10,2.6,91.0,eor
3379,1985030714,10,3.8,81.0,eor
3379,1985030721,10,2.6,75.0,eor
3379,1985030807,10,1.3,88.0,eor
3379,1985030814,10,2.7,77.0,eor
3379,1985030821,10,2.8,74.0,eor
3379,1985030907,10,2.1,79.0,eor
3379,1985030914,10,4.7,61.0,eor
3379,1985030921,10,3.6,73.0,eor
3379,1985031007,10,0.0,77.0,eor
3379,1985031014,10,0.8,78.0,eor
3379,1985031021,10,0.0,76.0,eor
3379,1985031107,10,-1.9,83.0,eor
3379,1985031114,10,1.3,60.0,eor
3379,1985031121,10,-0.7,92.0,eor
3379,1985031207,10,-0.6,82.0,eor
3379,1985031214,10,1.0,78.0,eor
3379,1985031221,10,2.0,81.0,eor
3379,1985031307,10,0.9,88.0,eor
3379,1985031314,10,2.4,77.0,eor
3379,1985031321,10,2.0,79.0,eor
3379,1985031407,10,2.0,72.0,eor
3379,1985031414,10,4.0,71.0,eor
3379,1985031421,10,3.4,59.0,eor
3379,1985031507,10,0.6,88.0,eor
3379,1985031514,10,0.8,90.0,eor
3379,1985031521,10,-0.3,88.0,eor
3379,1985031607,10,-2.4,83.0,eor
3379,1985031614,10,6.7,42.0,eor
3379,1985031621,10,0.1,97.0,eor
3379,1985031707,10,-1.6,91.0,eor
3379,1985031714,10,0.4,75.0,eor
3379,1985031721,10,-1.2,88.0,eor
3379,1985031807,10,-1.7,95.0,eor
3379,1985031814,10,-1.6,93.0,eor
3379,1985031821,10,-2.7,94.0,eor
3379,1985031907,10,-3.2,85.0,eor
3379,1985031914,10,-0.4,69.0,eor
3379,1985031921,10,-1.5,82.0,eor
3379,1985032007,10,-4.2,92.0,eor
3379,1985032014,10,3.6,54.0,eor
3379,1985032021,10,0.6,83.0,eor
3379,1985032107,10,-3.5,89.0,eor
3379,1985032114,10,7.6,56.0,eor
3379,1985032121,10,2.5,85.0,eor
3379,1985032207,10,-0.6,93.0,eor
3379,1985032214,10,8.1,56.0,eor
3379,1985032221,10,3.6,80.0,eor
3379,1985032307,10,2.2,86.0,eor
3379,1985032314,10,7.0,71.0,eor
3379,1985032321,10,4.6,75.0,eor
3379,1985032407,10,2.6,77.0,eor
3379,1985032414,10,10.9,38.0,eor
3379,1985032421,10,4.4,77.0,eor
3379,1985032507,10,3.2,82.0,eor
3379,1985032514,10,12.4,28.0,eor
3379,1985032521,10,7.5,57.0,eor
3379,1985032607,10,5.3,72.0,eor
3379,1985032614,10,15.2,31.0,eor
3379,1985032621,10,8.6,56.0,eor
3379,1985032707,10,3.9,81.0,eor
3379,1985032714,10,6.7,87.0,eor
3379,1985032721,10,5.9,71.0,eor
3379,1985032807,10,-0.4,79.0,eor
3379,1985032814,10,1.5,87.0,eor
3379,1985032821,10,0.4,90.0,eor
3379,1985032907,10,1.2,63.0,eor
3379,1985032914,10,7.4,37.0,eor
3379,1985032921,10,6.4,41.0,eor
3379,1985033007,10,6.5,34.0,eor
3379,1985033014,10,14.5,24.0,eor
3379,1985033021,10,11.7,31.0,eor
3379,1985033107,10,8.5,47.0,eor
3379,1985033114,10,15.0,35.0,eor
3379,1985033121,10,9.9,76.0,eor
3379,1985040107,10,7.4,69.0,eor
3379,1985040114,10,16.2,37.0,eor
3379,1985040121,10,10.4,53.0,eor
3379,1985040207,10,12.2,64.0,eor
3379,1985040214,10,16.4,46.0,eor
3379,1985040221,10,10.4,62.0,eor
3379,1985040307,10,8.4,75.0,eor
3379,1985040314,10,16.7,43.0,eor
3379,1985040321,10,12.8,54.0,eor
3379,1985040407,10,6.7,68.0,eor
3379,1985040414,10,23.0,31.0,eor
3379,1985040421,10,16.4,51.0,eor
3379,1985040507,10,10.3,73.0,eor
3379,1985040514,10,21.7,35.0,eor
3379,1985040521,10,15.5,41.0,eor
3379,1985040607,10,11.2,58.0,eor
3379,1985040614,10,15.7,60.0,eor
3379,1985040621,10,7.9,85.0,eor
3379,1985040707,10,8.0,64.0,eor
3379,1985040714,10,16.2,22.0,eor
3379,1985040721,10,12.4,45.0,eor
3379,1985040807,10,9.2,74.0,eor
3379,1985040814,10,8.8,93.0,eor
3379,1985040821,10,7.6,80.0,eor
3379,1985040907,10,5.8,91.0,eor
3379,1985040914,10,9.0,95.0,eor
3379,1985040921,10,9.0,82.0,eor
3379,1985041007,10,6.4,95.0,eor
3379,1985041014,10,7.6,78.0,eor
3379,1985041021,10,6.0,93.0,eor
3379,1985041107,10,6.4,80.0,eor
3379,1985041114,10,12.1,46.0,eor
3379,1985041121,10,9.5,61.0,eor
3379,1985041207,10,4.5,72.0,eor
3379,1985041214,10,7.3,57.0,eor
3379,1985041221,10,4.4,79.0,eor
3379,1985041307,10,5.0,61.0,eor
3379,1985041314,10,11.1,57.0,eor
3379,1985041321,10,5.4,74.0,eor
3379,1985041407,10,4.9,81.0,eor
3379,1985041414,10,10.4,48.0,eor
3379,1985041421,10,6.6,70.0,eor
3379,1985041507,10,3.7,87.0,eor
3379,1985041514,10,4.2,87.0,eor
3379,1985041521,10,2.7,97.0,eor
3379,1985041607,10,4.4,84.0,eor
3379,1985041614,10,8.9,56.0,eor
3379,1985041621,10,5.7,97.0,eor
3379,1985041707,10,2.6,91.0,eor
3379,1985041714,10,8.7,43.0,eor
3379,1985041721,10,6.6,54.0,eor
3379,1985041807,10,3.4,81.0,eor
3379,1985041814,10,10.5,58.0,eor
3379,1985041821,10,8.3,54.0,eor
3379,1985041907,10,5.6,68.0,eor
3379,1985041914,10,14.0,37.0,eor
3379,1985041921,10,11.4,43.0,eor
3379,1985042007,10,6.8,65.0,eor
3379,1985042014,10,20.0,27.0,eor
3379,1985042021,10,15.2,49.0,eor
3379,1985042107,10,10.3,71.0,eor
3379,1985042114,10,21.4,27.0,eor
3379,1985042121,10,17.0,34.0,eor
3379,1985042207,10,10.3,62.0,eor
3379,1985042214,10,19.4,48.0,eor
3379,1985042221,10,14.2,55.0,eor
3379,1985042307,10,12.7,59.0,eor
3379,1985042314,10,13.0,78.0,eor
3379,1985042321,10,8.5,90.0,eor
3379,1985042407,10,0.6,77.0,eor
3379,1985042414,10,4.3,50.0,eor
3379,1985042421,10,3.0,51.0,eor
3379,1985042507,10,1.3,80.0,eor
3379,1985042514,10,12.3,29.0,eor
3379,1985042521,10,7.8,59.0,eor
3379,1985042607,10,1.7,94.0,eor
3379,1985042614,10,3.5,81.0,eor
3379,1985042621,10,2.9,80.0,eor
3379,1985042707,10,3.3,73.0,eor
3379,1985042714,10,10.5,35.0,eor
3379,1985042721,10,8.4,47.0,eor
3379,1985042807,10,-0.8,96.0,eor
3379,1985042814,10,4.5,57.0,eor
3379,1985042821,10,1.9,78.0,eor
3379,1985042907,10,1.2,74.0,eor
3379,1985042914,10,5.4,64.0,eor
3379,1985042921,10,2.8,89.0,eor
3379,1985043007,10,3.6,79.0,eor
3379,1985043014,10,6.0,91.0,eor
3379,1985043021,10,7.4,91.0,eor
3379,1985050107,10,8.0,90.0,eor
3379,1985050114,10,10.5,79.0,eor
3379,1985050121,10,10.0,60.0,eor
3379,1985050207,10,3.7,96.0,eor
3379,1985050214,10,3.2,96.0,eor
3379,1985050221,10,3.5,90.0,eor
3379,1985050307,10,3.3,81.0,eor
3379,1985050314,10,7.7,53.0,eor
3379,1985050321,10,4.8,82.0,eor
3379,1985050407,10,3.6,79.0,eor
3379,1985050414,10,12.2,48.0,eor
3379,1985050421,10,9.8,60.0,eor
3379,1985050507,10,8.6,60.0,eor
3379,1985050514,10,15.2,43.0,eor
3379,1985050521,10,12.3,66.0,eor
3379,1985050607,10,8.0,78.0,eor
3379,1985050614,10,19.2,40.0,eor
3379,1985050621,10,16.0,53.0,eor
3379,1985050707,10,14.1,63.0,eor
3379,1985050714,10,20.5,42.0,eor
3379,1985050721,10,13.0,79.0,eor
3379,1985050807,10,6.3,93.0,eor
3379,1985050814,10,9.0,88.0,eor
3379,1985050821,10,8.8,88.0,eor
3379,1985050907,10,8.7,80.0,eor
3379,1985050914,10,9.1,88.0,eor
3379,1985050921,10,8.5,81.0,eor
3379,1985051007,10,9.4,81.0,eor
3379,1985051014,10,15.8,56.0,eor
3379,1985051021,10,12.6,65.0,eor
3379,1985051107,10,9.8,88.0,eor
3379,1985051114,10,20.2,43.0,eor
3379,1985051121,10,17.0,55.0,eor
3379,1985051207,10,12.6,63.0,eor
3379,1985051214,10,24.6,27.0,eor
3379,1985051221,10,16.3,70.0,eor
3379,1985051307,10,14.0,75.0,eor
3379,1985051314,10,26.2,29.0,eor
3379,1985051321,10,22.0,35.0,eor
3379,1985051407,10,15.6,59.0,eor
3379,1985051414,10,22.5,44.0,eor
3379,1985051421,10,19.2,53.0,eor
3379,1985051507,10,13.2,74.0,eor
3379,1985051514,10,16.5,58.0,eor
3379,1985051521,10,14.9,72.0,eor
3379,1985051607,10,12.1,86.0,eor
3379,1985051614,10,20.2,62.0,eor
3379,1985051621,10,17.9,74.0,eor
3379,1985051707,10,15.3,85.0,eor
3379,1985051714,10,21.6,52.0,eor
3379,1985051721,10,18.8,65.0,eor
3379,1985051807,10,13.5,92.0,eor
3379,1985051814,10,20.4,55.0,eor
3379,1985051821,10,13.0,94.0,eor
3379,1985051907,10,13.1,87.0,eor
3379,1985051914,10,19.0,55.0,eor
3379,1985051921,10,15.9,70.0,eor
3379,1985052007,10,13.4,85.0,eor
3379,1985052014,10,18.1,65.0,eor
3379,1985052021,10,16.2,76.0,eor
3379,1985052107,10,12.8,83.0,eor
3379,1985052114,10,13.5,90.0,eor
3379,1985052121,10,13.2,89.0,eor
3379,1985052207,10,10.9,92.0,eor
3379,1985052214,10,9.2,87.0,eor
3379,1985052221,10,9.8,79.0,eor
3379,1985052307,10,10.4,73.0,eor
3379,1985052314,10,16.7,49.0,eor
3379,1985052321,10,10.9,82.0,eor
3379,1985052407,10,11.6,79.0,eor
3379,1985052414,10,20.2,43.0,eor
3379,1985052421,10,17.2,57.0,eor
3379,1985052507,10,13.8,71.0,eor
3379,1985052514,10,24.0,40.0,eor
3379,1985052521,10,20.2,44.0,eor
3379,1985052607,10,15.6,73.0,eor
3379,1985052614,10,25.9,44.0,eor
3379,1985052621,10,21.7,57.0,eor
3379,1985052707,10,18.0,73.0,eor
3379,1985052714,10,27.1,43.0,eor
3379,1985052721,10,19.6,59.0,eor
3379,1985052807,10,15.4,87.0,eor
3379,1985052814,10,22.8,54.0,eor
3379,1985052821,10,13.8,93.0,eor
3379,1985052907,10,14.8,86.0,eor
3379,1985052914,10,18.8,56.0,eor
3379,1985052921,10,14.0,93.0,eor
3379,1985053007,10,13.8,84.0,eor
3379,1985053014,10,17.4,64.0,eor
3379,1985053021,10,15.3,81.0,eor
3379,1985053107,10,13.9,82.0,eor
3379,1985053114,10,22.5,45.0,eor
3379,1985053121,10,16.9,77.0,eor
3379,1985060107,10,15.4,80.0,eor
3379,1985060114,10,21.5,44.0,eor
3379,1985060121,10,17.5,47.0,eor
3379,1985060207,10,13.8,74.0,eor
3379,1985060214,10,17.3,63.0,eor
3379,1985060221,10,13.6,82.0,eor
3379,1985060307,10,13.3,84.0,eor
3379,1985060314,10,21.0,52.0,eor
3379,1985060321,10,18.2,62.0,eor
3379,1985060407,10,15.5,78.0,eor
3379,1985060414,10,25.6,44.0,eor
3379,1985060421,10,21.8,53.0,eor
3379,1985060507,10,19.6,60.0,eor
3379,1985060514,10,26.5,34.0,eor
3379,1985060521,10,19.5,78.0,eor
3379,1985060607,10,19.8,64.0,eor
3379,1985060614,10,25.9,40.0,eor
3379,1985060621,10,18.0,88.0,eor
3379,1985060707,10,17.5,77.0,eor
3379,1985060714,10,16.8,76.0,eor
3379,1985060721,10,14.8,86.0,eor
3379,1985060807,10,10.3,93.0,eor
3379,1985060814,10,10.3,77.0,eor
3379,1985060821,10,7.4,95.0,eor
3379,1985060907,10,7.6,74.0,eor
3379,1985060914,10,14.1,38.0,eor
3379,1985060921,10,13.0,49.0,eor
3379,1985061007,10,13.2,55.0,eor
3379,1985061014,10,16.7,46.0,eor
3379,1985061021,10,9.0,87.0,eor
3379,1985061107,10,9.6,71.0,eor
3379,1985061114,10,12.7,59.0,eor
3379,1985061121,10,9.8,80.0,eor
3379,1985061207,10,12.2,65.0,eor
3379,1985061214,10,18.3,39.0,eor
3379,1985061221,10,14.7,72.0,eor
3379,1985061307,10,11.5,76.0,eor
3379,1985061314,10,16.0,53.0,eor
3379,1985061321,10,13.6,49.0,eor
3379,1985061407,10,12.9,59.0,eor
3379,1985061414,10,21.4,42.0,eor
3379,1985061421,10,18.5,62.0,eor
3379,1985061507,10,11.4,89.0,eor
3379,1985061514,10,12.9,57.0,eor
3379,1985061521,10,12.0,58.0,eor
3379,1985061607,10,10.5,54.0,eor
3379,1985061614,10,17.4,40.0,eor
3379,1985061621,10,13.4,50.0,eor
3379,1985061707,10,10.8,70.0,eor
3379,1985061714,10,15.1,41.0,eor
3379,1985061721,10,12.4,71.0,eor
3379,1985061807,10,10.5,66.0,eor
3379,1985061814,10,15.8,46.0,eor
3379,1985061821,10,12.1,75.0,eor
3379,1985061907,10,11.6,63.0,eor
3379,1985061914,10,20.6,36.0,eor
3379,1985061921,10,17.2,57.0,eor
3379,1985062007,10,12.0,84.0,eor
3379,1985062014,10,10.8,80.0,eor
3379,1985062021,10,10.8,84.0,eor
3379,1985062107,10,11.4,80.0,eor
3379,1985062114,10,17.1,48.0,eor
3379,1985062121,10,15.4,61.0,eor
3379,1985062207,10,14.1,86.0,eor
3379,1985062214,10,15.9,70.0,eor
3379,1985062221,10,11.2,96.0,eor
3379,1985062307,10,10.6,91.0,eor
3379,1985062314,10,15.9,58.0,eor
3379,1985062321,10,12.7,73.0,eor
3379,1985062407,10,12.8,78.0,eor
3379,1985062414,10,15.7,69.0,eor
3379,1985062421,10,12.0,87.0,eor
3379,1985062507,10,12.2,83.0,eor
3379,1985062514,10,16.7,44.0,eor
3379,1985062521,10,15.5,53.0,eor
3379,1985062607,10,13.8,71.0,eor
3379,1985062614,10,18.9,56.0,eor
3379,1985062621,10,13.6,92.0,eor
3379,1985062707,10,12.3,84.0,eor
3379,1985062714,10,12.9,72.0,eor
3379,1985062721,10,13.6,64.0,eor
3379,1985062807,10,11.8,80.0,eor
3379,1985062814,10,15.4,57.0,eor
3379,1985062821,10,14.6,69.0,eor
3379,1985062907,10,14.4,76.0,eor
3379,1985062914,10,21.2,44.0,eor
3379,1985062921,10,18.1,59.0,eor
3379,1985063007,10,15.5,74.0,eor
3379,1985063014,10,24.3,44.0,eor
3379,1985063021,10,21.2,55.0,eor
3379,1985070107,10,14.5,95.0,eor
3379,1985070114,10,21.4,47.0,eor
3379,1985070121,10,16.9,79.0,eor
3379,1985070207,10,13.2,91.0,eor
3379,1985070214,10,20.0,53.0,eor
3379,1985070221,10,16.7,58.0,eor
3379,1985070307,10,15.3,68.0,eor
3379,1985070314,10,21.8,43.0,eor
3379,1985070321,10,18.4,51.0,eor
3379,1985070407,10,14.4,70.0,eor
3379,1985070414,10,24.1,47.0,eor
3379,1985070421,10,19.8,51.0,eor
3379,1985070507,10,16.1,70.0,eor
3379,1985070514,10,24.1,54.0,eor
3379,1985070521,10,18.4,77.0,eor
3379,1985070607,10,17.6,85.0,eor
3379,1985070614,10,22.1,65.0,eor
3379,1985070621,10,16.8,96.0,eor
3379,1985070707,10,15.3,93.0,eor
3379,1985070714,10,21.2,49.0,eor
3379,1985070721,10,18.9,46.0,eor
3379,1985070807,10,14.8,65.0,eor
3379,1985070814,10,21.6,48.0,eor
3379,1985070821,10,17.2,54.0,eor
3379,1985070907,10,14.5,65.0,eor
3379,1985070914,10,20.9,47.0,eor
3379,1985070921,10,17.1,63.0,eor
3379,1985071007,10,14.2,83.0,eor
3379,1985071014,10,20.2,53.0,eor
3379,1985071021,10,17.1,60.0,eor
3379,1985071107,10,15.1,73.0,eor
3379,1985071114,10,20.4,43.0,eor
3379,1985071121,10,18.8,50.0,eor
3379,1985071207,10,15.4,77.0,eor
3379,1985071214,10,24.2,41.0,eor
3379,1985071221,10,21.0,54.0,eor
3379,1985071307,10,17.1,74.0,eor
3379,1985071314,10,26.1,44.0,eor
3379,1985071321,10,22.7,54.0,eor
3379,1985071407,10,18.6,74.0,eor
3379,1985071414,10,30.8,37.0,eor
3379,1985071421,10,25.6,54.0,eor
3379,1985071507,10,19.0,89.0,eor
3379,1985071514,10,23.7,51.0,eor
3379,1985071521,10,19.9,86.0,eor
3379,1985071607,10,19.4,81.0,eor
3379,1985071614,10,25.8,49.0,eor
3379,1985071621,10,19.5,77.0,eor
3379,1985071707,10,18.3,79.0,eor
3379,1985071714,10,22.8,52.0,eor
3379,1985071721,10,21.0,60.0,eor
3379,1985071807,10,17.3,71.0,eor
3379,1985071814,10,27.9,36.0,eor
3379,1985071821,10,23.6,50.0,eor
3379,1985071907,10,19.3,76.0,eor
3379,1985071914,10,25.9,45.0,eor
3379,1985071921,10,23.6,52.0,eor
3379,1985072007,10,21.2,73.0,eor
3379,1985072014,10,21.6,64.0,eor
3379,1985072021,10,16.0,93.0,eor
3379,1985072107,10,13.6,84.0,eor
3379,1985072114,10,15.6,69.0,eor
3379,1985072121,10,15.6,56.0,eor
3379,1985072207,10,15.0,60.0,eor
3379,1985072214,10,23.0,40.0,eor
3379,1985072221,10,20.6,53.0,eor
3379,1985072307,10,20.4,62.0,eor
3379,1985072314,10,26.0,44.0,eor
3379,1985072321,10,20.5,63.0,eor
3379,1985072407,10,18.3,68.0,eor
3379,1985072414,10,25.4,49.0,eor
3379,1985072421,10,21.8,62.0,eor
3379,1985072507,10,19.4,62.0,eor
3379,1985072514,10,27.9,45.0,eor
3379,1985072521,10,23.9,45.0,eor
3379,1985072607,10,20.0,65.0,eor
3379,1985072614,10,32.0,30.0,eor
3379,1985072621,10,25.8,55.0,eor
3379,1985072707,10,20.3,72.0,eor
3379,1985072714,10,25.1,50.0,eor
3379,1985072721,10,22.4,66.0,eor
3379,1985072807,10,19.1,78.0,eor
3379,1985072814,10,30.3,41.0,eor
3379,1985072821,10,26.2,55.0,eor
3379,1985072907,10,21.1,74.0,eor
3379,1985072914,10,25.6,60.0,eor
3379,1985072921,10,16.5,86.0,eor
3379,1985073007,10,14.5,93.0,eor
3379,1985073014,10,21.2,51.0,eor
3379,1985073021,10,15.1,93.0,eor
3379,1985073107,10,13.3,89.0,eor
3379,1985073114,10,20.6,42.0,eor
3379,1985073121,10,16.7,72.0,eor
3379,1985080107,10,15.8,77.0,eor
3379,1985080114,10,22.3,49.0,eor
3379,1985080121,10,16.6,71.0,eor
3379,1985080207,10,14.3,90.0,eor
3379,1985080214,10,20.4,50.0,eor
3379,1985080221,10,17.8,63.0,eor
3379,1985080307,10,16.1,72.0,eor
3379,1985080314,10,25.9,36.0,eor
3379,1985080321,10,21.0,53.0,eor
3379,1985080407,10,14.8,90.0,eor
3379,1985080414,10,19.3,39.0,eor
3379,1985080421,10,18.8,46.0,eor
3379,1985080507,10,17.5,67.0,eor
3379,1985080514,10,30.2,34.0,eor
3379,1985080521,10,22.8,48.0,eor
3379,1985080607,10,13.7,95.0,eor
3379,1985080614,10,11.8,95.0,eor
3379,1985080621,10,10.1,92.0,eor
3379,1985080707,10,10.2,91.0,eor
3379,1985080714,10,16.5,45.0,eor
